vid,itag,contentlength,seg_num,seg_list
_YEczgwDwEA,136/251,85967472,149,177762/851571/871412/192734/868180/710027/184552/870920/787962/190689/895027/946853/187175/745905/750919/174356/866710/187210/659665/539902/181885/867570/654649/192630/861283/742190/183987/649196/538182/179119/558040/189135/535417/634734/186095/612267/914180/187101/831217/724821/181997/745757/725685/183497/874165/183003/877632/504832/178641/938645/706033/187601/1003577/873443/180085/771971/168014/571045/671592/187948/1165337/503273/170125/679045/724898/193021/863279/1042734/181073/909227/183364/764852/852983/180338/879960/778582/180502/767264/854034/185710/480577/733443/166120/628280/908535/179552/615033/187190/828227/876367/180569/730105/877046/186621/697857/877418/175180/816232/774565/182313/792398/631337/175746/884775/171924/774517/791032/178780/774629/504149/188833/1162545/1223447/177730/812692/868544/186131/847291/736074/186508/708662/181418/595834/828637/188287/1035849/1067992/195567/761975/873151/177092/859266/1065782/186639/808956/175973/821384/887662/178262/839033/596376/182089/1105180/827009/184799/620683/433107/177545/816067
_YEczgwDwEA,247/251,49588210,149,177762/499100/385582/192734/535580/320641/184552/487164/441632/190689/480127/502989/187175/323474/334613/174356/409343/187210/308577/267068/181885/423986/288711/192630/431787/328592/183987/344582/269126/179119/272937/189135/265902/289558/186095/291235/492917/187101/397629/328867/181997/340159/335440/183497/393722/183003/412316/252157/178641/443331/406755/187601/590869/513269/180085/461510/168014/315185/354817/187948/576255/264508/170125/368685/386223/193021/474988/558159/181073/546062/183364/368983/477951/180338/543825/382990/180502/377160/433307/185710/188916/396412/166120/342198/396180/179552/233731/187190/510914/595911/180569/468128/436559/186621/342935/505432/175180/327238/487893/182313/497626/236797/175746/471674/171924/347858/411512/178780/375355/296558/188833/544961/580963/177730/436689/466242/186131/494611/376501/186508/361827/181418/356055/418224/188287/538808/587525/195567/429614/466881/177092/573602/653117/186639/425534/175973/518801/401951/178262/521220/259086/182089/598282/455463/184799/207315/229348/177545/410563
aH8t7eObhTE,136/251,56850849,156,191521/71381/1177824/150087/1106420/1065128/152699/400881/260536/148578/246387/146526/225171/236432/158563/156545/257088/151682/144877/204144/157373/171607/168768/165099/147090/253197/149541/170298/1055720/146672/753132/840184/155757/913283/151241/495075/898477/158485/906621/492863/158299/634697/796222/159064/816291/642937/160724/825075/166235/120077/97650/162034/132561/155250/177233/175554/162689/132315/160640/78784/107247/164302/108616/1074070/162691/513433/684797/154030/755152/714769/157137/379795/655738/149446/746936/338712/155028/228073/477616/152759/876925/156068/770250/477515/152752/409526/341338/156287/316714/378144/150366/379227/179602/154967/251905/87879/154352/176192/225865/155640/113752/210417/152361/206959/216653/152955/267712/152133/233815/145442/156974/252792/536897/153729/514630/151883/445571/449779/149197/526672/609135/151903/881770/153932/530822/1267576/159424/788295/1159671/156023/1070453/877434/156206/642658/155486/386814/775875/156115/397502/852855/157250/761365/784507/150817/541077/633807/148823/704404/230114/151138/217819/151193/228845/163245/145365/135505
aH8t7eObhTE,247/251,64605324,156,191521/71177/1209064/150087/1040282/984844/152699/533601/544603/148578/543645/146526/547153/546811/158563/403688/552516/151682/404600/526161/157373/451495/477870/464538/147090/503988/149541/479796/513872/146672/925212/589661/155757/541302/151241/639730/517251/158485/515948/646515/158299/687036/545439/159064/540534/719790/160724/546314/166235/423995/418245/162034/474551/155250/499351/468734/162689/417660/160640/249419/387078/164302/319591/1302021/162691/623612/875203/154030/986395/821129/157137/468873/644949/149446/534896/509206/155028/489561/517543/152759/517159/156068/551157/535847/152752/664191/594019/156287/519627/566763/150366/559663/423739/154967/642111/172570/154352/351369/467286/155640/266940/469298/152361/455533/475568/152955/490829/152133/484624/308910/156974/492073/505513/153729/517768/151883/754667/545178/149197/508378/809737/151903/511170/153932/755297/508413/159424/967932/520320/156023/523362/804487/156206/533791/155486/302992/543540/156115/500377/639403/157250/625723/554006/150817/448856/376841/148823/690618/499075/151138/514347/151193/523693/163245/400714/380153
aPMpM6ayziU,136/251,82990340,129,147053/1440719/1718612/141395/1560565/1187150/139505/1640577/541406/142004/937222/131990/1136453/1371618/129892/1679479/1575100/143082/1251166/867907/135813/1730068/139530/733977/248615/136560/815336/131543/603755/634142/139488/717594/688177/136572/1131829/1600217/131510/1631936/141381/1609849/1229685/135130/1152576/1308038/135756/710000/132022/676546/1373666/134172/1722637/826452/143030/184018/141342/261504/229015/140984/292518/230349/137498/224637/140569/397258/234306/142390/238557/236583/137469/314819/140300/246478/205580/138934/443205/585584/137883/603274/135543/660713/467980/138227/597647/299426/145367/1603890/1551728/141771/597725/141798/1165052/645253/149710/657830/697359/130850/1578571/134552/1849769/1438391/130065/1330593/1245676/132888/876073/129614/1165420/838615/124066/1271549/847191/133739/790950/128789/436779/283740/130275/604286/127290/1279012/1007924/139002/1173670/1513917/144865/1308461/143361/1048740/1423167
aPMpM6ayziU,247/251,47871795,129,147053/1098055/755031/141395/946188/575174/139505/713751/288949/142004/620954/131990/576160/548893/129892/760750/667572/143082/595804/606502/135813/824224/139530/410919/204190/136560/342843/131543/375252/418403/139488/519483/468108/136572/547123/763008/131510/840028/141381/744720/612866/135130/561813/618711/135756/461872/132022/354027/594646/134172/836526/308220/143030/166674/141342/223399/224452/140984/253826/216988/137498/213517/140569/308701/216529/142390/221133/226552/137469/290150/140300/215073/197335/138934/347745/292473/137883/403033/135543/450667/188491/138227/413245/259308/145367/691879/746961/141771/550418/141798/560174/353269/149710/302400/431481/130850/795274/134552/847707/673419/130065/580889/662757/132888/506305/129614/555527/574017/124066/849183/555045/133739/528955/128789/266276/222720/130275/376591/127290/551979/595243/139002/551205/652089/144865/556985/143361/551815/608085
ackgYp1CYFY,136/251,57575423,103,153752/586663/726486/155013/734770/790072/155861/393333/735888/158637/593278/769113/156516/466716/666528/155228/780140/1478954/163740/1508792/153662/1605248/1615427/151423/997124/838366/157650/838974/159104/606676/625558/153520/706579/364332/156512/536971/386092/849078/155227/415358/721331/153698/499278/366074/153802/614984/589854/154596/879376/740119/155090/378595/851011/159137/635923/465848/154448/920213/810167/162404/1135414/1695074/155749/1426844/151009/1419379/925748/154704/404521/845898/155209/420206/655957/136580/429424/847241/120412/498499/854468/120810/781121/117779/702638/368400/669330/121370/850412/126340/976167/823415/122838/959607/122673/859856/477850/117423/627030/676389/118234/384289/742356/907488/115256
ackgYp1CYFY,247/251,51552060,103,153752/968343/555436/155013/560138/538716/155861/604988/1015719/158637/1004410/537242/156516/715111/803834/155228/538732/510094/163740/999024/153662/944148/893957/151423/557450/838484/157650/507731/159104/946693/894962/153520/610691/604807/156512/887031/527849/510733/155227/667850/573794/153698/877414/450654/153802/741949/960212/154596/519033/552726/155090/559866/515035/159137/777855/614343/154448/501362/1032166/162404/1008077/512036/155749/1266199/151009/540806/733026/154704/692326/512314/155209/670462/777982/136580/709500/512722/120412/470643/511213/120810/545222/117779/658016/561439/811131/121370/505828/126340/521903/522366/122838/511293/122673/829103/654289/117423/999018/661213/118234/358173/751202/536660/115256
annZQqFifIg,136/251,93000322,129,170175/1597974/1808446/181862/1697394/1424092/172489/1639906/178664/1533039/1624193/176330/1686403/181692/1301489/1699118/186815/1770293/1420478/181096/788823/185451/963912/1733709/178949/1704860/187408/1453470/1890302/183154/1439454/1819054/179962/882150/182602/620172/1648105/178408/1637008/177816/1586717/841991/177586/896313/603484/177919/946950/175557/599362/734830/182885/356607/183254/362306/1022112/177579/814580/927255/178418/1062088/180627/526440/855494/176981/1016811/171086/728184/883570/176119/516420/560247/178124/616699/173567/491315/583417/184169/282799/181646/505052/375385/182988/445537/645123/184516/1203556/185386/1611103/1261931/172542/1013575/180021/879909/964664/170075/1263836/982641/184043/882848/187675/1009142/628541/177899/763727/183021/1749895/789818/183869/905038/499446/179964/352766/168482/1262705/1146711/175345/717659/178177/769881/1203691/177888/1619365/987548/172464/1143504/173052/1280304/916756/172859
annZQqFifIg,247/251,49875210,129,170175/792328/733537/181862/807568/627487/172489/805364/178664/653488/679471/176330/1010502/181692/630192/618829/186815/670230/734598/181096/392554/185451/472074/725920/178949/824602/187408/607538/688383/183154/607247/845506/179962/464211/182602/378122/885493/178408/746747/177816/620569/426812/177586/437029/319756/177919/442554/175557/412598/454836/182885/301662/183254/281059/524593/177579/452299/415919/178418/573252/180627/301882/436047/176981/551154/171086/433679/496965/176119/305487/321128/178124/362556/173567/290612/244558/184169/204587/181646/299310/245784/182988/222876/405660/184516/647928/185386/728343/566933/172542/488328/180021/455868/397291/170075/578146/448155/184043/481749/187675/548553/342016/177899/366425/183021/609313/445499/183869/445664/334725/179964/194484/168482/559566/517935/175345/423720/178177/409593/607881/177888/697395/546322/172464/548558/173052/544967/463206/172859
bJDVRdJeo2s,136/251,36633835,134,159474/338466/279488/160551/350213/607772/157379/140646/515456/159727/204177/372540/156456/170536/288684/153346/341426/162295/292848/349360/164097/410583/438919/174699/532734/158926/227767/293286/188558/157427/55882/155483/253345/314880/288272/161117/85513/430865/162805/447060/715676/152898/895435/556739/165042/146039/357091/161689/315379/169461/351876/499742/157128/416598/162767/207977/137060/396316/169121/447268/164109/549399/707391/166332/609030/145926/168814/382919/327359/168052/167227/216504/168497/181604/341316/170207/318091/223922/159754/307284/154518/278630/818400/148770/379511/156209/292540/210828/185942/350619/356801/182651/202351/173759/254104/327874/503568/173000/183197/354579/171198/130538/303695/163599/382096/158703/586409/280698/164586/157977/339875/162783/375327/274838/164070/595489/77652/165494/271524/162043/229480/259373/161099/337308/375962/165501/358477/543401/163788/314177/71735/87221/59544/21273
bJDVRdJeo2s,247/251,43053797,134,159474/329109/375682/160551/397335/642944/157379/248813/621475/159727/269980/424244/156456/213691/380132/153346/425037/162295/364147/370905/164097/580287/551166/174699/638063/158926/237542/268785/235921/157427/60360/155483/344441/416753/342518/161117/101599/511251/162805/606588/945533/152898/884415/658843/165042/203408/385060/161689/401288/169461/431989/614077/157128/507858/162767/262488/189556/544205/169121/610183/164109/687662/865568/166332/708270/181144/168814/535595/360101/168052/221538/256753/168497/226171/442674/170207/326373/254950/159754/343867/154518/314600/1033359/148770/468846/156209/306362/263455/185942/412083/475299/182651/235120/173759/328405/424390/692140/173000/241024/372034/171198/174043/391514/163599/321193/158703/863749/385358/164586/165256/509318/162783/550113/372061/164070/772074/79717/165494/327015/162043/280498/296286/161099/428559/475211/165501/446015/533090/163788/267875/131034/87221/56442/17033
bJDVRdJeo2s,398/251,42835430,134,159474/263410/407542/160551/409692/619994/157379/255790/672403/159727/292828/429135/156456/239966/395490/153346/405656/162295/393576/381542/164097/573037/498172/174699/655572/158926/254427/262751/275446/157427/62733/155483/410923/436388/351364/161117/85745/505121/162805/567537/685249/152898/699531/647504/165042/252878/389616/161689/414401/169461/454991/632525/157128/546353/162767/310647/215135/527152/169121/521545/164109/700898/752051/166332/613512/165550/168814/532483/373956/168052/294633/264633/168497/287127/483987/170207/369089/266614/159754/393212/154518/317885/749318/148770/497771/156209/338377/330889/185942/466595/470942/182651/237891/173759/330325/434559/670555/173000/229809/368809/171198/218447/411381/163599/315544/158703/815086/384719/164586/213978/511831/162783/466920/351865/164070/684637/77474/165494/394545/162043/319001/369830/161099/466982/490723/165501/465524/410400/163788/318401/95514/87221/50558/23452
bOCli7pgO2c,136/251,78631838,141,157592/419072/1765318/958884/157363/700795/1488074/162947/673595/163638/1076576/940986/160687/1208720/1726565/158393/1003832/166210/680002/761569/267544/167960/1295260/498016/168709/1130019/421427/162578/633876/865235/160663/481954/158361/225214/582374/163925/316602/884112/481306/164931/254709/162989/279454/738785/163972/805855/1071771/164223/812767/909601/159947/567826/157208/793605/954800/157068/838621/159928/1432565/888638/164373/428099/1106555/161911/368945/456293/159027/744126/1628550/160471/1080324/166443/742786/1264398/166559/1079161/974370/166979/242879/471154/161266/205797/605263/160980/1485220/159145/731841/242136/165773/176354/538557/163369/1120672/167089/413816/566747/1122957/163632/78869/408500/158583/933988/158184/443514/1193896/160042/445454/958145/156387/743667/472175/159581/666536/160590/604754/739942/157449/912843/1460532/157177/935278/162201/783023/243911/984408/167757/361867/170270/509490/602366/162596/677924/102578/657577/159463/611099/159215/1348436/863327/159957/1274056
